The investigators found that the less salt people ate, the more likely they were to die of heart disease — 50 people in the lowest third of salt consumption (2.5 grams of sodium per day) died during the study as compared with 24 in the medium group (3.9 grams of sodium per day) and 10 in the highest salt consumption group (6.0 grams of sodium per day). And while those eating the most salt had, on average, a slight increase in systolic blood pressure — a 1.71-millimeter increase in pressure for each 2.5-gram increase in sodium per day — they were no more likely to develop hypertension.  “If the goal is to prevent hypertension” with lower sodium consumption, said the lead author, Dr. Jan A. Staessen, a professor of medicine at the University of Leuven, in Belgium, “this study shows it does not work.”  But among the study’s other problems, Dr. Briss said, its subjects who seemed to consume the smallest amount of sodium also provided less urine than those consuming more, an indication that they might not have collected all of their urine in an 24-hour period.  Dr. Frank Sacks of the Harvard School of Public Health agreed and also said the study was flawed.  “It’s a problematic study,” Dr. Sacks said. “We shouldn’t be guiding any kind of public health decisions on it.”  Photo  Dr. Michael Alderman, a blood pressure researcher at Albert Einstein College of Medicine and editor of the American Journal of Hypertension, said medical literature on salt and health effects was inconsistent. But, Dr. Alderman said, the new study is not the only one to find adverse effects of low-sodium diets. His own study, with people who had high blood pressure, found that those who ate the least salt were most likely to die.  Dr. Alderman said that he once was an unpaid consultant for the Salt Institute but that he now did no consulting for it or for the food industry and did not receive any support or take any money from industry groups.  Lowering salt consumption, Dr. Alderman said, has consequences beyond blood pressure. It also, for example, increases insulin resistance, which can increase the risk of heart disease.  Newsletter Sign Up Continue reading the main story Please verify you're not a robot by clicking the box. Invalid email address. Please re-enter. You must select a newsletter to subscribe to. Sign Up You will receive emails containing news content , updates and promotions from The New York Times. You may opt-out at any time. You agree to receive occasional updates and special offers for The New York Times's products and services. Thank you for subscribing. An error has occurred. Please try again later. View all New York Times newsletters.  “Diet is a complicated business,” he said. “There are going to be unintended consequences.”  One problem with the salt debates, Dr. Alderman said, is that all the studies are inadequate. Either they are short-term intervention studies in which people are given huge amounts of salt and then deprived of salt to see effects on blood pressure or they are studies, like this one, that observe populations and ask if those who happen to consume less salt are healthier.  Advertisement Continue reading the main story  “Observational studies tell you what people will experience if they select a diet,” Dr. Alderman said. “They do not tell you what will happen if you change peoples’ sodium intake.”  What is needed, Dr. Alderman said, is a large study in which people are randomly assigned to follow a low-sodium diet or not and followed for years to see if eating less salt improves health and reduces the death rate from cardiovascular disease.  But that study, others say, will never happen.  “This is one of those really interesting situations,” said Dr. Lawrence Appel, a professor of medicine, epidemiology and international health at Johns Hopkins Medical Institutions. “You can say, ‘O.K., let’s dismiss the observational studies because they have all these problems.’ ” But, he said, despite the virtues of a randomized controlled clinical trial, such a study “will never ever be done.” It would be impossible to keep people on a low-sodium diet for years with so much sodium added to prepared foods.  Dr. Briss adds that it would not be prudent to defer public health actions while researchers wait for results of a clinical trial that might not even be feasible.  Dr. Alderman disagrees.  “The low-salt advocates suggest that all 300 million Americans be subjected to a low-salt diet. But if they can’t get people on a low-salt diet for a clinical trial, what are they talking about?”  He added: “It will cost money, but that’s why we do science. It will also cost money to change the composition of food.”	0
New Drugs May Stop Migraines Before They Start	0
"By Amanda Gardner  HealthDay Reporter  WEDNESDAY, Jan. 5, 2011 (HealthDay News) -- Researchers have taken another step in the hunt to find a treatment for an aggressive, likely-to-recur form of breast cancer.  In a study published in the Jan. 5 online edition of the New England Journal of Medicine, the experimental drug iniparib not only shrank tumors and increased the time they took to progress, but also surprised researchers by prolonging survival in women with what's known as triple-negative breast cancer.  This type of breast cancer lacks receptors for estrogen and progesterone and doesn't have large quantities of HER-2/neu protein, which the most successful cancer therapies target. This means that many currently available drugs simply won't affect it.  ""We were surprised [at the results] because triple-negative breast cancer is very difficult to treat,"" said study lead author Dr. Joyce O'Shaughnessy.  ""The big, big surprise was survival,"" added O'Shaughnessy, who nevertheless stressed that the trial was small and preliminary.  The findings were enough to generate the interest of Dr. Lisa A. Carey, the co-author of an accompanying editorial.  ""It is early, but it's really exciting because it's a new class of drugs. It isn't that often that we have a completely new approach to treating cancer,"" said Carey, medical director of the University of North Carolina Breast Center in Chapel Hill. ""This is a new book. We've just opened it up.""  Iniparib inhibits a pathway that helps repair DNA; researchers call it the poly(ADP-ribose) polymerase (PARP) pathway. If this chain is interrupted, cancer cells don't have the necessary tools to repair themselves.  ""[PARP inhibitors] work by preventing the cells from repairing damage to their DNA,"" Carey explained.  A similar drug, in fact, has shown benefit in patients with BRCA 1 or BRCA 2 mutations predisposing them to breast and ovarian cancer.  In this study, 123 patients with triple-negative breast cancer were randomized to receive a commonly used, well-tolerated chemotherapy regimen (gemcitabine and carboplatin) or to receive chemo plus iniparib.  More than one-half of the women responded to the combination treatment (meaning the tumor volume decreased) versus only about one-third of those receiving chemo alone.  Women receiving iniparib plus chemo lived an average of 12.3 months compared to just 7.7 months in the chemo-alone group. This may not seen like very long in either group, but for this serious a cancer, it is impressive, the researchers noted.  This was a phase 2 trial. O'Shaughnessy, who is co-director of breast cancer research at Baylor-Sammons Cancer Center, US Oncology, and Texas Oncology in Dallas, said the results of a larger (about 500 patients) phase 3 trial should be available within one to three months.  ""The whole field is still preliminary and we have to be careful not to overhype the results [as] we're waiting on the results of the phase 3 trial,"" she said. ""Phase 2 was quite positive, but we really don't know if this is going to end up benefiting patients until we get to phase 3.""  In her editorial accompanying the study, Carey agreed. ""Both excitement and caution are appropriate in interpreting the trial,"" she wrote. ""Some clear drawbacks should be noted."" Among them, she said, were the small size of the study group, ""imbalances at baseline"" favoring the iniparib group, and the ""unconventional"" chemotherapy regimen. But caveats notwithstanding, she concluded, the results may herald improved therapy ""for an underserved subgroup of patients with breast cancer.""  O'Shaughnessy added that the drug was ""extremely well tolerated [by patients]. It didn't seem to add any appreciable toxicity to chemotherapy.""  In the meantime, she pointed out, a woman walking through a clinic door who is diagnosed with triple-negative breast cancer shouldn't panic. ""If it's only in the breast or lymph nodes, we cure most triple-negative cancers. But when it recurs and becomes metastatic, it's very difficult to treat,"" she explained.  The study was funded by BiPar Sciences, a subsidiary of Sanofi-Aventis which makes the drug.  More information  The U.S. National Cancer Institute has more on breast cancer."	0
"July 14, 2010 -- An experimental weight loss drug that targets the brain’s hunger center was shown to be safe and effective for helping dieters shed pounds in a two-year study, researchers say. The drug lorcaserin works on the serotonin receptor -- the same appetite-controlling hormone targeted by the notorious drug fenfluramine, the ""fen"" component of combination medication fen-phen. Fenfluramine was taken off the market in 1997 after being linked to potentially life-threatening heart valve problems. But lorcaserin is far more selective than the drug fenfluramine and much safer, its manufacturer says, because it specifically targets the serotonin receptor associated with hunger while having no impact on the heart.  Half Lost 5% of Body Weight About half the dieters who took lorcaserin for a year in the study lost at least 5% of their body weight, compared to 20% of dieters who took a placebo pill. About one in five lorcaserin users lost 10% or more of their body weight, compared to one out of 14 placebo users. People who continued on the drug for two years were able to maintain their weight loss better than those switched to placebo after one year, researcher Steven R. Smith, MD, of the Florida Hospital and the Sanford-Burnham Institute tells WebMD. He says that all the patients in the study were monitored closely for heart valve irregularities, and no difference was seen in the two treatment groups. The study appears in the July 15 issue of the New England Journal of Medicine. It was funded by Arena Pharmaceuticals, Inc., which developed lorcaserin. The company hopes to win FDA approval to market the new drug later this year.  Diet Drug Users Lost Twice as Much Weight The study included about 3,200 obese or overweight adults who were randomly assigned to take 10 milligrams of the diet drug or placebo, twice a day for a year. All the participants were counseled about diet and exercise. By the end of year one, 55% of the patients in the placebo group and 45% of those taking the diet drug had dropped out of the study."	0
Jenny Chang / BuzzFeed  Rachel George was used to being sick. A genetic condition left her with intellectual disabilities and a weak immune system. By 26, she had endured dozens of bacterial infections — kidney, ear, sinus, heart, bone, and more — and taken hundreds of antibiotic pills. But when she entered the Harborview Hospital in Seattle for a foot operation, her body’s defenses were pushed to a new limit. Hospitals are hotbeds for nasty — and sometimes deadly — infections. After her surgery, Rachel’s lungs picked up two: methicillin-resistant Staphylococcus aureus (MRSA) and Pseudomonas aeruginosa. Both bugs are part of a growing category of bacterial infections that don’t respond to traditional antibiotics. Rachel was supposed to be in the hospital for five days. She stayed nine weeks. She developed pneumonia and acute respiratory distress syndrome, and was put on a ventilator with a tube down her throat. When her doctors finally released her, they told her mother she had three years to live, at most, before the bugs won. Three years later, in January 2010, Rachel was indeed close to death. She was spending half of every month in intensive care, the other half at home, an IV constantly dripping into her bloodstream. By then she had cycled through more than a dozen powerful antibiotics. Each time the doctors would give her a new drug, then watch helplessly as the bacteria overpowered it. “Every time we took her back to the hospital, it was a question of whether or not this was going to be it,” her mother, Rose George, told BuzzFeed News. One day the nurse on duty asked Rose if she’d ever considered phage therapy. Rose had never heard of it, and that’s unsurprising: The therapy, which uses specialized viruses (called bacteriophages) to kill bacteria, is only available in a handful of former Soviet countries. Rose asked her daughter’s doctor, but she’d never heard of phage either. Soon Rose was on the phone with doctors at a small clinic in Tbilisi, in the Republic of Georgia, ordering 100 glass vials of viruses at $8 a pop. She’s one of at least 300 people desperate enough to try this little-known viral therapy from Eastern Europe. It’s an extreme solution to what may be this century’s biggest medical crisis: the death of antibiotics.  Since the discovery of penicillin in 1928, scientists have amassed a medical arsenal of more than 130 antibiotics. The drugs have prevented soldiers from losing limbs, and mothers from dying during childbirth. With access to antibiotics, parents no longer worry about losing their kid to an ear infection or bad scrape. But now antibiotics are everywhere — not just in orange pill bottles, but in the food given to pigs, cattle, and chicken. And the more the bugs interact with antibiotics, the quicker they evolve defense mechanisms. At least 18 strains of bacteria have evolved into “superbugs,” becoming resistant to most of our drugs. And pharmaceutical companies, more interested in profitable blockbusters like Viagra and Zoloft, haven’t developed a new class of antibiotics in 25 years. We’re dying because of it. More than 23,000 people in the U.S. die each year from antibiotic-resistant infections. By 2050, an estimated 10 million people worldwide will die by superbug. After two decades of warnings from the scientific community, the problem is finally getting serious attention. In his 2016 budget proposal released today, U.S. President Obama threw $1.2 billion at tackling the antibiotic-resistance crisis — nearly double the amount allocated last year. If approved by Congress, this money will go toward screening soil samples for new antibiotics, reducing the drugs in livestock feed, boosting hospital surveillance, and, perhaps, making phage therapy a viable option in the U.S. Phages are bacteria’s natural enemies. They work by injecting their DNA inside bacterial cells, where they replicate wildly, produce new phages, and eventually cause the bacteria to rupture — releasing even more viruses to hunt for bacterial prey. Phages’ power comes from two places: They are the most common and diverse organisms on Earth, and each phage harms only specific strains of bacteria. When you turn on the faucet, millions of phages flow out with your tap water. That leaves a nearly inexhaustible supply of potential agents to use in the fight against infection. Doctors have been using phages to kill bacteria for nearly a century — just not in the U.S. In 1923, a Georgian doctor named George Eliava set up the first phage therapy clinic, the Eliava Institute, in Tbilisi. Antibiotics hadn’t been discovered yet, so phages were a revolutionary weapon against all kinds of infections, Ryland Young, head of the Center for Phage Technology at Texas A&M University, told BuzzFeed News. “It was kind of pre-scientific — no one knew what these phages were except that they worked.” Five years later, penicillin came along. Effective, cheap, and quick to produce in large quantities, doctors in the U.S., U.K., an	0
A new report highlights a novel way for doctors to replace thinning hairlines: transplanting leg hair.  The report, a study of two cases published in The Archives of Dermatology, describes a new procedure in which receding hairlines were restored by taking hair follicles from patients’ legs and grafting them to the head. Men’s leg hair had successfully been transplanted before to the back of the head, but these are believed to be the first documented cases of leg hair being used to restore the hairline.  The procedure has the potential to restore the hairlines of millions of men with male pattern baldness, the most common cause of hair loss and often an enormous source of stress. The condition, also called androgenic alopecia, typically begins at the hairline and eventually creates a horseshoe-shaped pattern of hair around the ears. It stems from a sensitivity — largely genetic — to the effects of hormones on hair follicles.  In traditional transplants, hair follicles are taken from an area that runs an inch or two above the ears and temples to the back of the head. Dermatologists can transplant follicles from this area – called the safe donor zone because hair follicles there are impervious to the hormones that cause hair loss – to the front of the head without worrying that the hair that grows from them will fall out. But hair that comes from the back of the head is typically much coarser than the fine hair that grows in front.  “If you look at a natural hairline, it’s very soft, like baby hair,” said Dr. Sanusi Umar, an associate instructor of dermatology at the medical school of the University of California, Los Angeles, and author of the new report. “The back of the head is where you find the thickest hair on the head. If you take that hair and use it in the hairline, it can end up looking harsh and pluggy, because the hair is too thick.”  Dr. Umar was inspired to develop the procedure in part from personal experience. In 1996, as a medical internist with thinning hair, he underwent a traditional hair transplant procedure but was unhappy with the results. “That inspired me to go into dermatology,” he said. After reading a 2008 report showing it was possible for transplanted leg hair to survive and grow naturally on the back of a man’s head, Dr. Umar realized its potential to create softer, more natural-looking hairlines. “If you transplant leg hair on the head, it’s not going to start acting like head hair. It will still grow shorter and slower than scalp hair,” he said.  At his clinic in Redondo Beach, Calif., Dr. Umar tried the technique on two patients, one a 35-year-old man who was embarrassed by the results of a traditional hair transplant to restore his hairline. “He was self-conscious about the problem and resorted to styling his hair forward to obscure the hairline,” Dr. Umar wrote in his report. The other patient, a 29-year-old man who had also undergone a traditional transplant, was likewise “unhappy about his hairline, which he felt was too harsh and straight,” Dr. Umar wrote. “He had resorted to cropping his hair short to obscure the problem.”  With the patients under local anesthesia, Dr. Umar used a device that creates microscopic wounds around hair follicles in the back of the leg; the follicles were then removed and transplanted to the hairline. The hairs were removed in a diffuse pattern, so there were no bald spots on the legs after the procedure. “Because these are very tiny wounds, they heal and close up with minimal scarring,” he said.  In each case, Dr. Umar and his team extracted about 1,000 leg hair follicles and grafted them, one by one, to the patients’ hairlines. About 75 to 80 percent of the transplanted leg hair grew successfully on the patients’ heads after the operations, and both men were happy with the results, Dr. Umar said. “The hairline was fully grown and soft-looking by nine months” in the 35-year-old, he wrote, “at which time the patient started combing his hair backward and sporting a ponytail, exposing his hairline comfortably.”  Since then, Dr. Umar has done eight more of the procedures, including one in a woman. On average, a procedure involves 1,500 to 1,800 follicles and takes about eight hours, with breaks.  A lot of these patients “have no other options or alternatives,” he added. “They’ve been told to forget about it by many other clinics. It’s life-altering for them when they realize that this is possible.”	1
America’s ongoing battle with weight-loss that has led to fad diets and invasive surgeries like gastric bypass and stomach stapling. Now, there is a new solution for people with a body mass index (BMI) between 30 and 40 that want to lose weight called the Orbera gastric balloon.  Dr. Prem Chattoo, a New York based gastroenterologist, told FoxNews.com that the balloon is placed it into the stomach through the mouth. It is then inflated with saline during the procedure that lasts about 45 minutes. Patients are treated in office and are kept under mild to moderate sedation. The balloon remains in the patient’s stomach for six months and is then removed the same way it was inserted, through the mouth.  “The beauty of the procedure is that it is a nonsurgical procedure,” Chattoo said. In addition to eliminating the scarring and risks involved with more invasive options, Chattoo said that the recovery time is also much faster.  The objective of the Orbera system is the make the patient feel partially satiated so they eat smaller, but more nutritious portions. Chattoo also offers patients a nutritionist and trainer with the procedure. The hope is that patients can train their body to eat in a much healthier fashion without feeling overly hungry.  Marie Brown chose to undergo the procedure and credits Orbera for helping her lose over 20 pounds in three and a half months. She told FoxNews.com that the balloon “makes you feel full all the time to the point where you’re not angry about having to lose things like chocolate and cake.”  Brown said that the balloon acted like a “restart button” and retrained her body to adapt to a new lifestyle of healthy eating and exercise.  Orbera is not for the morbidly obese or those who have had surgical procedures affecting the stomach or intestinal lining. It is meant for people looking for an extra jumpstart on a diet, whether the purpose is cosmetic or for health reasons.  “We might be able to prevent young, healthy people from having these chronic diseases like diabetes and hypertension,” Chattoo said.  The most common side effect of installing the balloon is nausea that lasts a few days. Chattoo said that even if the balloon were to pop, the saline would be absorbed and pose no harm to the patient. The balloon would be removed in the same way it is at the six month mark.  Orbera is not covered by insurance and costs $8,000. For more information, click here.  	1
Stuart Bradford  One of the most difficult decisions a man makes about prostate cancer happens long before the diagnosis. Should he get a regular blood test to screen for the disease?  Screening for early detection of cancer sounds like a no-brainer, but it’s not an easy choice for men considering regular P.S.A. tests, which measure blood levels of prostate-specific antigen and are used to detect prostate cancer. Though use of the test is widespread, studies show that the screening saves few, if any, lives.  While the test helps find cellular changes in the prostate that meet the technical definition of cancer, they often are so slow-growing that if left alone they will never cause harm. But once cancer is detected, many men, frightened by the diagnosis, opt for aggressive surgical and radiation treatments that do far more damage than their cancers would have, leaving many impotent and incontinent.  As a result, major health groups don’t advise men one way or the other on regular P.S.A. screenings, saying it should be a choice discussed between a man and his doctor.  So how does a man decide whether to get P.S.A. screening or not? Finally, some new research offers simple, practical advice — at least for men 60 and older.  Researchers at Memorial Sloan-Kettering Cancer Center in New York and Lund University in Sweden have found that a man’s P.S.A. score at the age of 60 can strongly predict his lifetime risk of dying of prostate cancer, according to a new report in the British medical journal BMJ.  The findings also suggest that at least half of men who are now screened after age 60 don’t need to be, the study authors said.  The researchers followed 1,167 Swedish men from the time they were 60 years old until they died or reached 85. During that time, there were 43 cases of advanced prostate cancer and 35 deaths in the group. The researchers found that having had a P.S.A. score of 2.0 or higher at the age of 60 was highly predictive of developing advanced prostate cancer, or dying of the disease, within the next 25 years.  About one in four men will have a P.S.A. score of 2.0 or higher at the age of 60, and most of them will not develop prostate cancer, said the study’s lead author, Andrew Vickers, associate attending research methodologist at Memorial Sloan-Kettering. But the score does put them in a higher-risk group of men who have more to gain from regular screening, he concluded.  The higher the score at age 60, the greater the long-term risk of dying from prostate cancer, Dr. Vickers and his colleagues found. Men with a score of 2.0 or higher at age 60 were 26 times more likely to eventually die of the disease than 60-year-old men with scores below 1.0.  Still, the absolute risks for men with elevated scores were lower than might be expected. A 60-year-old man with a P.S.A. score just over 2.0 had an individual risk of dying from prostate cancer during the next 25 years of about 6 percent, the researchers found. A 60-year-old man with a P.S.A. score of 5 had about a 17 percent risk.  “Most of those men are going to be absolutely fine,” said Dr. Vickers. “But they can be told they are at high risk and they need screening.”  Men with a P.S.A. score of 1.0 or lower at age 60 had a very low individual risk of death from prostate cancer over the next 25 years, the study found: just 0.2 percent.  “They can be reassured that even if they have prostate cancer or get it, it’s unlikely to become life-threatening,” said Dr. Vickers. “There’s a strong case that they should be exempted from screening.”  The advice is less clear for men with scores between 1.0 and 2.0 at the age of 60. They still have a very low individual risk of dying from prostate cancer, judging from the new data. The long-term risk of dying from prostate cancer ranged from about 1 percent to 3 percent for these men, and the decision to screen may depend on their personal views and family histories, Dr. Vickers said.  While the findings don’t answer all of the questions associated with P.S.A. screening, they should give peace of mind to sizable numbers of men who decide not to continue regular testing. The results also will reassure men who decide to continue with regular screenings that the benefits most likely outweigh the risks.  Dr. Eric A. Klein, chairman of the Glickman Urological and Kidney Institute at the Cleveland Clinic, said that he would like to see the findings of the new study independently confirmed, but that other studies also have suggested that the risk of cancer is low in men whose P.S.A. levels remain below 1.5 in their 50s and 60s.  “We are in the midst of a paradigm shift in screening and risk assessment that no longer relies on a simple P.S.A. cutoff to determine who should be biopsied,” Dr. Klein said.  P.S.A. screening is already not advised for those 75 and older, because the slow-moving nature of the disease means that a vast majority of men at that age are likely to die from something other than a newly detected pros	0
They are part of a new wave of smart implantable devices that is transforming the care of people with heart disease and creating a bonanza for researchers. The hope is that the devices, now being tested in clinical trials, will save lives, reduce medical expenses and nudge heart patients toward managing their symptoms much the way people with diabetes manage theirs. Patients, who often are frail or live far from their doctors, can be spared frequent office visits. Doctors can learn immediately if devices are malfunctioning or if patients’ hearts are starting to fail.  “It’s like having an office visit every day and a complete physical every week,” said Dr. Leslie Saxon, a cardiologist at the University of Southern California.  The big leap forward came a few years ago when device companies figured out how to make transmitters that send data over a broader range, 20 or 30 feet. That meant that, with her device, Mrs. Elzo did not have to wait till her doctor could put a receiver directly on her chest. Instead, she simply went near a small box, which is attached to a phone jack near her bed. Once a week, she also measures her weight and blood pressure — key indicators of heart failure — and that information is automatically transmitted to her doctor. If there are problems, the machine alerts her doctor.  “Now, every single day the device is being queried,” said her doctor, James Coman of the Heart Rhythm Institute in Tulsa. “It’s just a phenomenal tool.”  There is a downside, though: “Information overload is a very serious problem” for the doctors, said Dr. Lynne Warner Stevenson, director of the Heart Failure Program at Brigham and Women’s Hospital in Boston and a professor at Harvard Medical School, who counts herself as a proponent of smart devices. More information, she warned, is not always beneficial.  The devices transmit useful data along with data whose significance is not clear, like variations in heart rate. Large swings in heart rate can indicate risk, but it is not clear what to do about them.  Even more confusing are changes in thoracic impedance, a measurement of resistance to electric current through the lung. Impedance changes can predict future heart crises, but more often have no clinical explanation. Yet when doctors get data on impedance changes, they often feel uneasy and call patients to see how they are, making patients uneasy in turn, Dr. Stevenson said.  Advertisement Continue reading the main story  Dr. Stevenson likened such information to the game of “Jeopardy!” — doctors are given answers in search of a question. It’s a challenge even for the nation’s 1,000 heart failure specialists. But it can be even harder for primary care doctors, who have less expertise in heart failure yet care for most of the six million patients in the country with the condition.  Dr. Richard Page, president of the Heart Rhythm Society, said doctors wonder if they can be held liable if they do not look at all the data. Still, he said, the new technology “is potentially transformative.”  For researchers the information deluge leads to a different problem: how to analyze the data. A large clinical trial of a cardiac device used to involve 1,000, maybe 2,000 patients. Now, Boston Scientific, a maker of one of the smart heart devices, is following 400,000 patients.  “No one has ever done research like this before,” said Dr. Saxon, who leads an independent team of academic scientists overseeing Boston Scientific research. The company has no editorial control over the papers the scientists write, Dr. Saxon said.  Boston Scientific gets data from patients’ defibrillators. It also gets information on deaths from Medicare.  The data are stripped of patient identifiers and analyzed, a task requiring the company to become more like a Google or a Microsoft, handling enormous amounts of information. There are, for example, more than four million recordings of weights and blood pressures and over 60,000 instances when the defibrillators went off, shocking a patient’s heart.  So far, Dr. Saxon’s group has reported on the first 90,000 patients. Half of them had not been enrolled for remote monitoring and served as a control group.  Photo  Patients whose doctors looked at the data survived 5 to 15 percent longer than patients in earlier clinical trials of the devices, Dr. Saxon reported. And, in a paper under review, the group reports that their three-year survival was significantly greater than that of patients in the study whose doctors did not see the data.  Advertisement Continue reading the main story  Other researchers will be analyzing economic data. The devices can cost as much as $30,000. Do patients with defibrillators make up for some of that expense with fewer hospitalizations or doctor visits?  A study using a similar device, made by Medtronic, suggests that is the case. The Medtronic study, directed by Dr. George Crossley, president of St Thomas Heart at Baptist Hospital in Nashville, involved 2,000 patients 	1
"HEALTH REPORTER TWEETS HEALTH REPORTER TWEETS AUTISM AT A GLANCE AUTISM AT A GLANCE Autism is an umbrella name for a family of disorders that begin in childhood, last a lifetime and disrupt a person's social and communication skills. Prevalence  • 1 in 110 U.S. children is diagnosed with autism. Boys are four times more likely than girls to have autism.  • 1 million to 1.5 million Americans have an autism spectrum disorder Diagnosis  • Less than a decade ago, the disease was diagnosed at age 3 or 4. Now it is routinely diagnosed at 2.  • Symptoms range from mild to severe. Many people with autism display rigid routines and repetitive behaviors. Treatment  • There is no single treatment for children with autism. Most respond best to structured behavioral programs. Cost  • Lifetime cost of caring for a child with autism: $3.5 million to $5 million  • Annual U.S. cost: $90 billion Source: Autism Society of America and Autism Speaks A popular autism diet free of cereal grains and dairy products did not improve symptoms in children, shows a small study to be reported Saturday. Up to a third of children with autism are put on special diets like the one tested in the new study, the researchers say. The diets are based on the theory that people with autism don't digest cereal grains and dairy products completely, so they tend to absorb toxic byproducts. ""Subsequent studies have not confirmed this to be true,"" says Susan Hyman, a University of Rochester pediatrician who led the new study, which she'll report at the International Meeting for Autism Research in Philadelphia. Still, many parents and teachers say they've seen improvement when children with autism stop eating these foods. But, Hyman says, behavioral therapy, not their diets, might deserve credit. The scientists say theirs is the most tightly controlled autism diet study so far. They tried to ensure that their subjects were as similar as possible, cutting the chance that factors besides diet would affect symptoms. Fourteen children with autism, ages 2½ to 5½, completed the 18-week study. None had celiac disease, in which the lining of the small intestine is damaged from gluten, or milk allergies. COURT: Thimerosal in vaccine didn't cause autism AUTISM: More likely in kids of older parents VIDEO: Rethink Autism helps families Their families stuck to a strict diet free of gluten — proteins in wheat, rye, barley — and casein, the main protein in milk and other dairy products. After they had been on the diet for at least four weeks, they were ""challenged"" once a week with a snack containing wheat flour, non-fat dried milk, both or neither. Dietitians created snacks that looked, tasted and felt the same, whether they contained gluten or casein. Every child received each snack three times. Parents, teachers and a research assistant completed standardized surveys about their behavior the day before they received the snack, then two hours and 24 hours afterward. Parents also kept a diary of their children's diet and their sleep and bowel habits. The researchers assessed social interaction and language by watching taped play sessions. They found no adverse changes in behavior after the snacks containing wheat, milk or both. ""This is a small study,"" Hyman acknowledges. ""Families will continue to try the diet, and that's OK."" But, she says, they must ensure their growing children receive adequate nutrition. Pamela Compart, co-author of The Kid-Friendly ADHD and Autism Cookbook, calls the study ""clean and well thought out."" But, says Compart, a pediatrician in Columbia, Md., who trained with Hyman, researchers may have seen behavioral changes if they had looked 72 hours after the snacks or if they also had eliminated soy from kids' diets. ""If you're able to keep them well-nourished, I think it's worth every child trying it,"" Compart says of the special diet. ""People would not stay on this diet if they didn't think it was working."" Hyman and Compart agree on the need for further scientific investigation into the role of diet in autism. Guidelines: You share in the USA TODAY community, so please keep your comments smart and civil. Don't attack other readers personally, and keep your language decent. Use the ""Report Abuse"" button to make a difference. You share in the USA TODAY community, so please keep your comments smart and civil. Don't attack other readers personally, and keep your language decent. Use the ""Report Abuse"" button to make a difference. Read more"	0
